                                               9                                             150                                             342                                      0.08337398
                                               5                                             150                                             331                                     0.092028052
                                               5                                             650                                             350                                     0.074767964
                                               4                                             150                                             350                                     0.074035882
                                               4                                             150                                             350                                     0.083917939
                                               6                                             150                                             351                                     0.073052794
                                              44                                             150                                             331                                     0.018777396
                                              25                                             150                                             331                                     0.067998425
                                              15                                             150                                             342                                      0.01842364
                                              40                                             150                                             317                                     0.023905142
                                              10                                             150                                             351                                     0.026224477
                                              60                                             155                                             317                                     0.067575714
                                              10                                              47                                             351                                     0.063096044
                                              15                                             150                                             351                                      0.05699942
                                               5                                             150                                             331                                     0.085900749
                                               5                                             150                                             331                                     0.079884314
                                              24                                             150                                             331                                     0.085850092
                                               5                                             150                                             331                                     0.076520629
                                               3                                             150                                             331                                     0.087535873
                                             146                                             160                                             331                                     0.081950052
                                               7                                             150                                             331                                     0.083479092
                                               5                                             150                                             331                                     0.080534033
                                               5                                             150                                             331                                     0.093977855
                                               5                                             150                                             331                                     0.068068382
                                               5                                             150                                             331                                     0.075197074
                                               5                                             150                                             331                                     0.080591398
                                              30                                             800                                             331                                     0.087514122
                                             146                                             150                                             331                                     0.090621597
                                             146                                             150                                             331                                     0.083457035
                                             146                                             150                                             331                                     0.090742777
                                             146                                             150                                             331                                      0.10792386
                                             146                                             150                                             331                                     0.091548219
                                               5                                               0                                             331                                     0.088652679
                                           15.25                                             150                                             331                                     0.101494435
                                               7                                             150                                             331                                     0.086977622
                                               5                                             150                                             331                                     0.091376014
                                               5                                             150                                             331                                     0.084939355
                                               5                                             150                                             331                                     0.079301363
                                               5                                             750                                             400                                     0.089795019
                                               5                                             150                                             331                                     0.068991272
                                               5                                             150                                             331                                      0.08699822
                                               5                                             150                                             331                                     0.098742242
                                               5                                             150                                             331                                     0.101528667
                                               5                                             750                                             350                                     0.087212722
                                              15                                             650                                             350                                     0.083344663
                                              15                                             550                                             350                                     0.099774083
                                              15                                             650                                             350                                      0.08932778
                                               5                                             150                                             331                                     0.107549546
                                               5                                             150                                             331                                     0.102714542
                                               7                                             150                                             331                                     0.074785321
                                               6                                             150                                             331                                     0.083221768
                                               6                                             150                                             331                                     0.080430151
                                               6                                             150                                             331                                     0.061906279
                                              30                                             650                                             350                                     0.081882342
                                              30                                             650                                             350                                     0.064985661
                                              15                                             150                                             350                                     0.066262109
                                               6                                             150                                             350                                     0.080339371
                                               5                                             150                                             350                                     0.066349748
                                              10                                             150                                             331                                     0.071339613
                                              10                                             150                                             331                                     0.075283054
                                              50                                             150                                             331                                     0.068028668
                                              10                                             150                                             331                                     0.070491168
                                              15                                             650                                             350                                     0.065436277
                                               5                                             650                                             350                                     0.072564895
                                              10                                             150                                             331                                      0.07773081
                                              30                                             650                                             350                                     0.074161847
                                               6                                             150                                             331                                     0.069791868
                                               7                                             150                                             331                                     0.074985328
                                              10                                             150                                             336                                     0.071575927
                                             120                                             700                                             345                                     0.089562522
                                             150                                             750                                             340                                     0.081769224
                                              10                                             150                                             336                                     0.124620601
                                              70                                             150                                             336                                     0.097396495
                                              10                                             150                                             331                                     0.106104273
                                              10                                             150                                             333                                     0.112816699
                                              10                                             150                                             333                                     0.104119521
                                              90                                             150                                             333                                     0.099231815
                                              30                                             150                                             340                                     0.129225156
                                              70                                             150                                             340                                     0.082829932
                                              70                                             150                                             340                                     0.066362535
                                               7                                             150                                             340                                     0.090674589
                                               7                                             150                                             340                                     0.082336315
                                              18                                             140                                             345                                      0.14262615
                                              36                                             140                                             345                                     0.080391231
                                              17                                             150                                             350                                     0.091665533
                                              12                                             150                                             342                                     0.141948388
                                               5                                             150                                             331                                     0.082436411
                                               5                                             150                                             331                                      0.14162335
                                             146                                             150                                             331                                     0.095218883
                                             146                                             150                                             331                                     0.086980136
                                               5                                             150                                             331                                     0.074002273
                                               8                                             150                                             340                                     0.071781712
                                               5                                             150                                             340                                     0.113692849
                                              12                                             150                                             340                                     0.108053937
                                             2.5                                             150                                             340                                     0.118880671
                                               8                                             150                                             340                                     0.083947894
                                               6                                             150                                             340                                     0.072281621
                                              20                                             240                                             340                                     0.086558353
                                              30                                             150                                             276                                     0.041770571
                                              30                                             150                                             288                                     0.025496458
                                              10                                             150                                             351                                     0.070354086
                                              30                                             300                                             239                                     0.034384877
                                              50                                             150                                             317                                     0.141665033
                                              30                                             250                                             239                                     0.030441349
                                              20                                             150                                             317                                     0.159886822
                                              50                                             150                                             317                                     0.033172592
                                            14.7                                             150                                             342                                      0.10334284
                                              30                                              34                                             239                                     0.033189494
                                              30                                             150                                             276                                     0.020481319
                                              30                                             150                                             420                                     0.013031793
                                            14.7                                             150                                             347                                      0.05984679
                                              30                                             150                                             206                                     0.036454032
                                              30                                             150                                             276                                     0.017920713
                                              30                                             300                                             276                                     0.019189436
                                              30                                             152                                             369                                     0.018372329
                                              30                                             150                                             319                                     0.029023281
